synset_id,definition,eng,spa,jpn,fra,por,ita,pol,cmn,ind
7541053,the general feeling that some desire will be fulfilled,"[""hope""]","[""esperanza""]","[""ホウプ"", ""ホープ"", ""冀望"", ""希望"", ""望み""]","[""espoir"", ""espérance"", ""espérer""]","[""esperança""]","[""speranza""]","[""nadzieja"", ""otucha""]","[""希望""]","[""harapan"", ""hasrat"", ""mengangankan"", ""mengharapkan""]"
7551052,a characteristic (habitual or relatively temporary) state of feeling,"[""temper"", ""mood"", ""humor"", ""humour""]","[""humor""]","[""ご機嫌"", ""御機嫌"", ""機嫌"", ""気分""]","[""humeur""]","[""humor""]","[""umore"", ""umorismo""]","[""humor"", ""nastrój"", ""samopoczucie"", ""stan"", ""usposobienie""]","[""心境"", ""心情"", ""情绪""]","[""angin"", ""keadaan"", ""perangai""]"
7557434,a particular item of prepared food,"[""dish""]","[""plato""]","[""一品"", ""一皿分の料理"", ""料理"", ""皿に盛った料理""]","[""plat""]","[""prato""]","[""piatto""]","[""potrawa""]","[""一道菜"", ""菜""]","[""hidangan"", ""lauk"", ""makanan"", ""masakan"", ""persantapan""]"
7573696,the food served and eaten at one time,"[""meal"", ""repast""]","[""comida""]","[""一飯"", ""食事""]","[""repas""]","[""alimento"", ""jantar"", ""refeição""]","[""cibo"", ""mangiare"", ""pasto""]","[""posiłek""]","[""餐"", ""饭"", ""饮食""]","[""hidangan"", ""jamuan"", ""makanan"", ""persantapan"", ""sajian""]"
7578363,an individual quantity of food or drink taken as part of a meal,"[""helping"", ""portion"", ""serving""]","[""ración""]","[""ポーション"", ""一盛"", ""一盛り"", ""分け"", ""盛り""]","[""portion""]","[""porção""]","[""porzione"", ""razione""]","[""korytko""]","[""一份食物""]","[""hidangan"", ""porsi""]"
7583197,liquid food especially of meat or fish or vegetable stock often containing pieces of solid food,"[""soup""]","[""sopa""]","[""おつけ"", ""お付け"", ""お汁"", ""つゆ"", ""スープ""]","[""potage"", ""soupe""]","[""Sopas"", ""sopa""]","[""minestra"", ""zuppa""]","[""zupa""]","[""汤""]","[""sup""]"
7601999,a food made from roasted ground cacao beans,"[""chocolate""]","[""chocolate""]","[""ショコラ"", ""チョコ"", ""チョコレート""]","[""chocolat""]","[""Chocolate"", ""chocolate""]","[""cioccolata"", ""cioccolato""]","[""czekolada""]","[""巧克力"", ""朱古力""]","[""cokelat""]"
7609840,a dish served as the last course of a meal,"[""dessert"", ""sweet"", ""afters""]","[""postre""]","[""デサール"", ""デザート"", ""甘味""]","[""dessert""]","[""Sobremesas"", ""sobremesa""]","[""dessert"", ""dolce""]","[""deser""]","[""点心"", ""甜点"", ""甜食"", ""西点"", ""餐后甜点""]","[""manisan"", ""pembasuh_mulut"", ""pencuci_mulut""]"
7628870,"baked goods made from or based on a mixture of flour, sugar, eggs, and fat","[""cake""]","[""coca"", ""pastel"", ""tarta""]","[""ケーキ"", ""ケーク"", ""ツビーバック"", ""洋菓子"", ""西洋菓子""]","[""gâteau""]","[""Bolos"", ""bolo""]","[""torta""]","[""ciasto""]","[""蛋糕""]","[""bolu"", ""kek"", ""kue"", ""kuih""]"
7649854,the flesh of animals (including fishes and birds and snails) used as food,"[""meat""]","[""carne""]","[""ももんじ"", ""ミート"", ""獣肉"", ""羶肉"", ""肉""]","[""viande""]","[""Carnes"", ""carne"", ""vianda""]","[""carne"", ""ciccia""]","[""mięso""]","[""肉"", ""肉食""]","[""daging""]"
7675627,highly seasoned minced meat stuffed in casings,"[""sausage""]","[""salchicha""]","[""ソーセージ"", ""フランクフルター"", ""フランクフルトソーセージ"", ""腸詰"", ""腸詰め""]","[""andouille"", ""saucisse"", ""saucisson""]","[""Enchidos"", ""lingüiça"", ""salsicha""]","[""insaccati"", ""salsiccia""]","[""pęto""]","[""腊肠"", ""香肠""]","[""sosis""]"
7679356,food made from dough of flour or meal and usually raised with yeast or baking powder and then baked,"[""bread"", ""breadstuff"", ""staff_of_life""]","[""pan""]","[""パン"", ""ブレッド"", ""食パン"", ""食麺麭"", ""麺包""]","[""pain""]","[""Pao"", ""Pães"", ""pão""]","[""pane""]","[""chleb""]","[""面包""]","[""roti""]"
7739125,fruit with red or yellow or green skin and sweet to tart crisp whitish flesh,"[""apple""]","[""manzana""]","[""りんご"", ""リンゴ"", ""林檎""]","[""pomme""]","[""macieira"", ""madeira_de_macieira"", ""maçã""]","[""mela"", ""pomo""]","[""jabłko""]","[""苹果""]","[""apel""]"
7775375,the flesh of fish used as food,"[""fish""]","[""pescado""]","[""うろくず"", ""とと"", ""フィッシュ"", ""魚"", ""魚肉""]","[""pois"", ""poisson"", ""pêche""]","[""Peixes"", ""peixe"", ""peixes""]","[""pesce""]","[""mięso_ryby"", ""ryba""]","[""鱼"", ""鱼肉""]","[""ikan""]"
7802417,foodstuff prepared from the starchy grains of cereal grasses,"[""grain"", ""food_grain"", ""cereal""]","[""cereal""]","[""グレイン"", ""グレーン"", ""シリアル"", ""禾穀"", ""禾穀類""]","[""céréale"", ""grain""]","[""cereais"", ""cereal""]","[""granaglie"", ""grano""]","[""zboże""]","[""谷物""]","[""biji"", ""biji-bijian"", ""butir"", ""gandum""]"
7811416,aromatic potherb used in cookery for its savory qualities,"[""herb""]","[""hierba""]","[""ハーブ"", ""草"", ""草本"", ""薬草""]","[""herbe""]","[""erva"", ""maconha""]","[""erba""]","[""zioło""]","[""芳草"", ""香草""]","[""herba"", ""jamu"", ""rempah""]"
7829412,flavorful relish or dressing or topping served as an accompaniment to food,"[""sauce""]","[""aderezo"", ""salsa""]","[""ソース"", ""付け汁"", ""付汁"", ""垂"", ""垂れ""]","[""sauce""]","[""Molho"", ""Molhos"", ""molho"", ""tempero""]","[""bagna"", ""condimento"", ""intingolo"", ""salsa"", ""sughetto""]","[""sos""]","[""汁"", ""沙司"", ""调味料"", ""酱"", ""酱汁""]","[""kuah"", ""saus""]"
7840804,oval reproductive body of a fowl (especially a hen) used as food,"[""egg"", ""eggs""]","[""huevo""]","[""お玉"", ""卵"", ""卵子"", ""御玉"", ""玉""]","[""œuf""]","[""ovo"", ""ovos"", ""óvulo""]","[""uovo""]","[""jaje"", ""jajko"", ""jajo""]","[""卵"", ""蛋"", ""蛋类"", ""鸡蛋""]","[""telur""]"
7844042,a white nutritious liquid secreted by mammals and used as food by human beings,"[""milk""]","[""leche""]","[""おっぱい"", ""ミルク"", ""乳"", ""乳汁"", ""市乳""]","[""lait""]","[""leite""]","[""latte""]","[""mleko""]","[""奶"", ""牛奶""]","[""air_susu"", ""susu""]"
7847198,the part of milk containing the butterfat,"[""cream""]","[""crema_de_leche""]","[""クリーム"", ""乳脂""]","[""crème""]","[""creme"", ""nata""]","[""panna""]","[""śmietana""]","[""乳脂"", ""奶油""]","[""krim"", ""lemak_susu""]"
7848338,an edible emulsion of fat globules made by churning milk or cream; for cooking and table use,"[""butter""]","[""mantequilla""]","[""バタ"", ""バター"", ""乳酪"", ""牛酪""]","[""beurre""]","[""manteiga""]","[""burro""]","[""masło""]","[""奶油"", ""牛油"", ""黄油""]","[""mentega""]"
7850329,a solid food prepared from the pressed curd of milk,"[""cheese""]","[""queso""]","[""チーズ"", ""フロマージュ"", ""乾酪""]","[""fromage""]","[""queijo""]","[""cacio"", ""formaggio""]","[""ser""]","[""乳酪"", ""奶酪"", ""干酪"", ""芝士""]","[""keju""]"
7858978,a sweet yellow liquid produced by bees,"[""honey""]","[""miel""]","[""ハチミツ"", ""ハニー"", ""白蜜"", ""蜂みつ"", ""蜂蜜""]","[""miel""]","[""Méis"", ""mel""]","[""miele""]","[""miód""]","[""蜂蜜"", ""蜜""]","[""madu"", ""manisan"", ""manisan_lebah""]"
7859284,a white crystalline carbohydrate used as a sweetener and preservative,"[""sugar"", ""refined_sugar""]","[""azúcar""]","[""シュガー"", ""三盆"", ""三盆白"", ""上白糖"", ""和三盆""]","[""sucre""]","[""Açucar"", ""açúcar""]","[""zucchero""]","[""cukier""]","[""糖""]","[""gula"", ""sakar""]"
7881800,any liquid suitable for drinking,"[""beverage"", ""drink"", ""drinkable"", ""potable""]","[""bebida""]","[""水もの"", ""水物"", ""飲み料"", ""飲み物"", ""飲料""]","[""boisson"", ""breuvage""]","[""bebida"", ""bebidas""]","[""bevanda""]","[""napój"", ""picie""]","[""饮料""]","[""minuman""]"
7884567,a liquor or brew containing alcohol as the active agent,"[""alcohol"", ""alcoholic_drink"", ""alcoholic_beverage"", ""intoxicant"", ""inebriant""]","[""alcohol""]","[""お酒"", ""アルコホル"", ""アルコール"", ""アルコール飲料"", ""御神酒""]","[""alcool"", ""boisson_alcoolisée""]","[""Bebida_Alcoólica"", ""Bebidas_alcoólicas"", ""bebida_alcoólica"", ""álcoois"", ""álcool""]","[""alcolico"", ""alcool"", ""alcoolico"", ""bevanda_alcolica""]","[""alkohol"", ""coś_mocniejszego"", ""napój_alkoholowy"", ""napój_wyskokowy"", ""procenty""]","[""酒"", ""酒精饮料"", ""醇""]","[""alkohol"", ""arak"", ""minuman_keras""]"
7886849,a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops,"[""beer""]","[""cerveza""]","[""ビア"", ""ビヤ"", ""ビーア"", ""ビール"", ""麦酒""]","[""Bière"", ""bière""]","[""Cerveja"", ""cerveja""]","[""birra""]","[""mocz_starego_pawiana"", ""piwo""]","[""啤酒""]","[""bir""]"
7891726,fermented juice (of grapes especially),"[""wine"", ""vino""]","[""vino""]","[""ぶどう酒"", ""ブドウ酒"", ""ワイン"", ""葡萄酒""]","[""vin""]","[""Vinhos"", ""vinho""]","[""vino""]","[""wino""]","[""葡萄酒"", ""酒""]","[""anggur"", ""arak""]"
7906284,a liquor made from fermented mash of grain,"[""whiskey"", ""whisky""]","[""whiskey"", ""whisky""]","[""ウィスキー"", ""ウイスキー""]","[""whiskey"", ""whisky""]","[""Uisque"", ""Uísques"", ""uísque"", ""whisky""]","[""whisky""]","[""whiskey"", ""whisky"", ""łyskacz""]","[""威士忌"", ""威士忌酒""]","[""wiski""]"
7929519,a beverage consisting of an infusion of ground coffee beans,"[""coffee"", ""java""]","[""café""]","[""カフェ"", ""カフェー"", ""カフエ"", ""キャフェ"", ""コーヒー""]","[""café""]","[""Café"", ""café"", ""árvore_de_café""]","[""caffè""]","[""kawa""]","[""咖啡""]","[""kopi""]"
7933274,a beverage made by steeping tea leaves in water,"[""tea""]","[""té""]","[""お茶"", ""ティー"", ""御茶"", ""紅茶"", ""茶""]","[""thé""]","[""chá""]","[""tè""]","[""herbata""]","[""红茶"", ""茶""]","[""teh""]"
7942152,(plural) any group of human beings (men or women or children) collectively,"[""people""]","[""gente"", ""personas"", ""pueblo""]","[""ピープル"", ""人々"", ""人びと"", ""人達"", ""衆""]","[""gens""]","[""gente"", ""pessoas"", ""população"", ""povo""]","[""gente"", ""persona"", ""popolazione"", ""popolo""]","[""ludziska""]","[""人们"", ""人士"", ""人类""]","[""kalangan"", ""khalayak_ramai"", ""manusia"", ""orang"", ""umat""]"
7944050,young people collectively,"[""young"", ""youth""]","[""juventud""]","[""ヤング"", ""ユース"", ""年若"", ""弱年"", ""若い者""]","[""jeune"", ""jeunesse"", ""petit""]","[""jovem"", ""juventude""]","[""giovane"", ""gioventù""]","[""młodzi"", ""młodzież"", ""młódź""]","[""小伙子"", ""年轻人"", ""年轻的人"", ""青年人""]","[""belia"", ""orang_muda"", ""pemuda""]"
7947255,people in general (often used in the plural),"[""folk"", ""folks"", ""common_people""]","[""pueblo""]","[""一般大衆"", ""下々"", ""下下"", ""世俗"", ""人々""]","[""common_people"", ""peuple""]","[""gente"", ""nação"", ""pessoal"", ""povo"", ""vulgo""]","[""gente"", ""popolo""]","[""motłoch"", ""plebs"", ""pospólstwo""]","[""人们""]","[""orang""]"
7951464,several things grouped together or considered as a whole,"[""collection"", ""aggregation"", ""accumulation"", ""assemblage""]","[""acumulación"", ""colección"", ""conjunto"", ""cúmulo"", ""hatajo""]","[""コレクション"", ""収集物"", ""固まり"", ""群"", ""蓄積""]","[""agrégation"", ""collection""]","[""acervo"", ""acúmulo"", ""aglomeração"", ""chusma"", ""colecção""]","[""accumulamento"", ""accumulo"", ""aggregato"", ""aggregazione"", ""collezione""]","[""grupa"", ""zbiór""]","[""集"", ""集会"", ""集合""]","[""agregasi"", ""akumulasi"", ""himpunan"", ""koleksi"", ""longgokan""]"
7961480,a collection of objects laid on top of each other,"[""pile"", ""heap"", ""mound"", ""agglomerate"", ""cumulation""]","[""acumulación"", ""aglomerado"", ""cúmulo"", ""montaña"", ""montículo""]","[""堆積"", ""山"", ""積み重ねたもの""]","[""masse"", ""monticule""]","[""acúmulo"", ""cúmulo"", ""grupo"", ""monte"", ""montão""]","[""accatastamento"", ""accumulo"", ""ammassamento"", ""ammasso"", ""ammucchiamento""]","[""kopiec"", ""kupa"", ""sterta"", ""stos""]","[""堆"", ""堆积"", ""大量"", ""许多""]","[""longgokan"", ""timbunan""]"
7966140,an extended social group having a distinctive cultural and economic organization,"[""society""]","[""sociedad""]","[""世界"", ""社会""]","[""société""]","[""sociedade""]","[""società"", ""società_civile""]","[""ogół"", ""społeczeństwo""]","[""社会"", ""社会团体""]","[""persatuan"", ""pertubuhan""]"
7967982,people who are believed to belong to the same genetic stock,"[""race""]","[""raza""]","[""人種""]","[""race""]","[""linhagem"", ""povo"", ""raça"", ""raças_humanas""]","[""genia"", ""razza""]","[""rasa""]","[""人种"", ""种族""]","[""bangsa"", ""kaum"", ""keturunan""]"
7969695,group of people related by blood or marriage,"[""kin"", ""kin_group"", ""kinship_group"", ""kindred"", ""clan""]","[""clan"", ""familia"", ""saga"", ""tribu""]","[""まき"", ""キンドレッド"", ""クラン"", ""一族"", ""一門""]","[""clan"", ""tribu""]","[""clã"", ""familia"", ""família"", ""tribo""]","[""clan"", ""genia""]","[""familia"", ""klan"", ""parantela"", ""rodzina"", ""ród""]","[""亲戚"", ""家族""]","[""kaum"", ""keluarga"", ""puak"", ""suku""]"
7970721,people descended from a common ancestor,"[""family"", ""family_line"", ""folk"", ""kinfolk"", ""kinsfolk""]","[""familia"", ""linaje""]","[""一族"", ""一門"", ""宗族"", ""家筋"", ""家系""]","[""famille"", ""peuple"", ""phratrie""]","[""família""]","[""famiglia""]","[""familia"", ""klan"", ""parantela"", ""rodzina"", ""ród""]","[""亲属"", ""亲戚"", ""家属"", ""家庭生活"", ""家族""]","[""anak_bini"", ""daging_darah"", ""famili"", ""keluarga"", ""kerabat""]"
7974025,"people having the same social, economic, or educational status","[""class"", ""stratum"", ""social_class"", ""socio-economic_class""]","[""clase""]","[""クラス"", ""層"", ""界層"", ""社会経済的階級"", ""社会階級""]","[""classe"", ""classe_sociale""]","[""classe"", ""classe_social"", ""estrato""]","[""ceto"", ""classe"", ""classe_sociale"", ""stato"", ""strato""]","[""warstwa""]","[""社会阶级""]","[""kelas_sosial"", ""lapisan""]"
7976936,two people considered as a unit,"[""pair""]","[""pareja""]","[""コンビ"", ""ペア"", ""ペヤ"", ""二人"", ""二人組""]","[""andouille"", ""paire"", ""saucisse""]","[""dupla"", ""par""]","[""coppia""]","[""duet"", ""dwójca"", ""dwójka"", ""para"", ""tandem""]","[""一双"", ""一对"", ""夫妇""]","[""pasangan""]"
7996689,a group of things of the same kind that belong together and are so used,"[""set""]","[""conjunto"", ""juego""]","[""ひとそろい"", ""ひとまとまり"", ""セット"", ""一式"", ""一揃い""]","[""ensemble"", ""série""]","[""grupo"", ""jogo""]","[""completo"", ""gioco"", ""serie"", ""set""]","[""komplet""]","[""一套""]","[""himpunan"", ""set"", ""siri""]"
8008017,a collection of things wrapped or boxed together,"[""package"", ""bundle"", ""packet"", ""parcel""]","[""bulto"", ""lío"", ""paquete""]","[""パック"", ""包"", ""包み"", ""包み物"", ""包物""]","[""colis"", ""paquet""]","[""pacote""]","[""collo"", ""involto"", ""malloppo"", ""pacchetto"", ""pacco""]","[""paczka""]","[""包"", ""包裹"", ""打包""]","[""bundel"", ""ikat"", ""pak""]"
8008335,a group of people who work together,"[""organization"", ""organisation""]","[""organización""]","[""オーガナイゼーション"", ""オーガニゼイション"", ""団体"", ""機構"", ""組織""]","[""organisation"", ""organisme""]","[""organização""]","[""organizzazione""]","[""organizacja""]","[""团体"", ""机构"", ""组织"", ""集团""]","[""badan"", ""organisasi"", ""persatuan"", ""pertubuhan"", ""syarikat""]"
8049401,a formal organization of people or groups of people,"[""association""]","[""asociación""]","[""ソサエティ"", ""ソサエティー"", ""協会"", ""団体"", ""社団""]","[""association""]","[""associações"", ""ordem"", ""organização"", ""sociedade"", ""união""]","[""associazione"", ""consociazione"", ""consorzio"", ""corporazione""]","[""stowarzyszenie"", ""towarzystwo"", ""zrzeszenie""]","[""协会""]","[""asosiasi"", ""perkumpulan"", ""persatuan"", ""perserikatan""]"
8050678,the organization that is the governing authority of a political unit,"[""government"", ""authorities"", ""regime""]","[""autoridad"", ""gobierno"", ""régimen""]","[""お上"", ""その向き"", ""上"", ""体制"", ""公儀""]","[""gouvernement"", ""pouvoir"", ""régime""]","[""governo"", ""regime""]","[""autorità"", ""governo""]","[""góra"", ""władza""]","[""政体"", ""政府"", ""政权""]","[""kabinet"", ""pemerintahan""]"
8053576,an organization founded and united for a specific purpose,"[""institution"", ""establishment""]","[""institución"", ""instituto""]","[""インスティチューション"", ""エスタブリシュメント"", ""エスタブリッシュメント"", ""機関""]","[""institution"", ""établissement""]","[""instituição""]","[""ente"", ""istituto"", ""istituzione""]","[""instytucja""]","[""建立"", ""机构"", ""设立""]","[""institusi"", ""maktab"", ""pranata"", ""yayasan""]"
8078020,a social unit living together,"[""family"", ""household"", ""house"", ""home"", ""menage""]","[""casa"", ""familia"", ""hogar""]","[""ファミリ"", ""ファミリー"", ""一家"", ""一戸"", ""一門""]","[""famille"", ""foyer"", ""ménage""]","[""agregado_familiar"", ""casa"", ""classe"", ""família"", ""linhagem""]","[""casa"", ""famiglia""]","[""domownicy""]","[""人家"", ""家庭"", ""家庭成员"", ""家族"", ""户""]","[""isi_rumah"", ""keluarga"", ""rumah_tangga"", ""serumah""]"
8110373,(biology) taxonomic group whose members can interbreed,"[""species""]","[""especie""]","[""種""]","[""espèce""]","[""Espécie"", ""espécie"", ""espécies""]","[""specie""]","[""gatunek""]","[""物种""]","[""jenis"", ""spesies""]"
8114004,a government department under the direction of a minister,"[""ministry""]","[""consejería"", ""ministerio""]","[""省""]","[""ministère""]","[""ministério""]","[""dicastero"", ""ministero""]","[""ministerstwo"", ""resort""]","[""部门""]","[""kabinet"", ""kementerian""]"
8163273,persons who make or amend or repeal laws,"[""legislature"", ""legislative_assembly"", ""legislative_body"", ""general_assembly"", ""law-makers""]","[""asamblea_legislativa"", ""cuerpo_legislativo"", ""legislador"", ""poder_legislativo"", ""órgano_legislador""]","[""立法府"", ""立法機関"", ""議会""]","[""Pouvoir_législatif"", ""corps_législatif"", ""parlement"", ""pouvoir_législatif""]","[""Poder_Legislativo"", ""poder_legislativo""]","[""assemblea_legislativa"", ""corpo_legislativo"", ""legislatura"", ""organo_legislativo""]","[""legislatura"", ""legislatywa"", ""władza_ustawodawcza""]","[""立法机关""]","[""legislatif""]"
8165455,persons who administer the law,"[""executive""]","[""ejecutivo""]","[""政権""]","[""cadre"", ""directoire"", ""exécutif"", ""exécution""]","[""Poder_Executivo"", ""poder_executivo""]","[""esecutivo"", ""governo""]","[""egzekutywa"", ""władza_wykonawcza""]","[""执行者""]","[""badan_eksekutif"", ""kabinet"", ""pelaksana""]"
8168978,a politically organized body of people under a single government,"[""state"", ""nation"", ""country"", ""land"", ""commonwealth""]","[""estado"", ""nación"", ""país"", ""república""]","[""ネーション"", ""国"", ""国家"", ""國"", ""聯邦""]","[""contrée"", ""nation"", ""pays"", ""état""]","[""nação"", ""pais"", ""país"", ""países"", ""república""]","[""nazione"", ""paese"", ""stato""]","[""nawa_państwowa""]","[""共和国"", ""国"", ""国土"", ""国家"", ""州""]","[""bangsa"", ""negara"", ""negeri"", ""republik""]"
8182379,a large number of things or people considered together,"[""crowd""]","[""masa"", ""montón"", ""multitud""]","[""かたまり"", ""グループ"", ""モッブ"", ""一叢"", ""一団""]","[""foule""]","[""montão"", ""multidão"", ""turba""]","[""affollamento"", ""caterva"", ""folla"", ""frotta"", ""mucchio""]","[""ciżba""]","[""人群"", ""大堆""]","[""keramaian"", ""khalayak_ramai"", ""orang_ramai""]"
8187033,organization of performers and associated personnel (especially theatrical),"[""company"", ""troupe""]","[""compañía""]","[""一座"", ""一行"", ""団""]","[""compagnie""]","[""companhia"", ""elenco"", ""pessoal""]","[""compagnia"", ""troupe""]","[""trupa""]","[""剧团"", ""团""]","[""rombongan"", ""syarikat""]"
8191230,a permanent organization of the military land forces of a nation or state,"[""army"", ""regular_army"", ""ground_forces""]","[""ejército"", ""fuerzas_armadas""]","[""アーミー"", ""正規軍"", ""正規陸軍"", ""陸軍""]","[""armée""]","[""Exército"", ""exército"", ""forças_armadas""]","[""armata"", ""esercito"", ""falange"", ""milizia""]","[""armia"", ""wojsko""]","[""军"", ""军队"", ""正规军"", ""陆军"", ""陆军军队""]","[""angkatan_darat"", ""tentera""]"
8208560,a cooperative unit (especially in sports),"[""team"", ""squad""]","[""equipo""]","[""チーム"", ""ティーム"", ""分隊"", ""班"", ""組""]","[""équipe""]","[""companhia"", ""equipa"", ""equipe"", ""time""]","[""clan"", ""compagine"", ""equipe"", ""manipolo"", ""nucleo""]","[""drużyna_sportowa""]","[""团队"", ""球队"", ""队""]","[""pasukan"", ""tim""]"
8209687,the force of policemen and officers,"[""police"", ""police_force"", ""constabulary"", ""law""]","[""guardia"", ""policía""]","[""お回り"", ""お巡り"", ""さつ"", ""その筋"", ""サツ""]","[""droit"", ""loi"", ""police"", ""policier""]","[""Policia"", ""Polícia"", ""pessoal"", ""polícia"", ""polícias""]","[""polizia"", ""questura""]","[""policja""]","[""公安"", ""警"", ""警察"", ""警方""]","[""kepolisian"", ""penegak_hukum"", ""polis"", ""polisi""]"
8213205,an army unit large enough to sustain combat,"[""division""]","[""división""]","[""師団"", ""艦隊""]","[""division""]","[""Divisão""]","[""divisione""]","[""dywizja""]","[""师""]","[""divisi"", ""pasukan""]"
8221897,a gathering of spectators or listeners at a (usually public) performance,"[""audience""]","[""audiencia"", ""público""]","[""オーディエンス"", ""看客"", ""観客"", ""観衆"", ""講衆""]","[""audience""]","[""audiências"", ""ouvintes"", ""público""]","[""ascoltatori"", ""platea"", ""pubblico"", ""spettatore"", ""teatro""]","[""widzownia""]","[""听众"", ""观众""]","[""penonton""]"
8226699,a community of people smaller than a town,"[""village"", ""small_town"", ""settlement""]","[""pueblo""]","[""ビレッジ"", ""人里"", ""共同住宅"", ""小さな町"", ""村""]","[""petite_ville"", ""village""]","[""aldeia"", ""aldeias"", ""cidade"", ""povoado"", ""vila""]","[""borgo"", ""cittadina"", ""paese"", ""villaggio""]","[""wieś""]","[""乡村"", ""农村"", ""村"", ""村子"", ""村庄""]","[""desa"", ""kampung""]"
8227214,a formal association of people with similar interests,"[""club"", ""social_club"", ""society"", ""guild"", ""gild""]","[""asociación"", ""club"", ""clube"", ""fraternidad"", ""gremio""]","[""アソシエーション"", ""クラブ"", ""サークル"", ""ソサエティ"", ""ソサエティー""]","[""club"", ""corporation"", ""guilde"", ""ordre"", ""société""]","[""clube"", ""guilda"", ""ordem"", ""sociedade""]","[""circolo"", ""club"", ""società""]","[""klub""]","[""俱乐部"", ""团体""]","[""institusi"", ""kelab"", ""persatuan"", ""pertubuhan""]"
8233056,an organization of employees formed to bargain with the employer,"[""union"", ""labor_union"", ""trade_union"", ""trades_union"", ""brotherhood""]","[""sindicato""]","[""トレードユニオン"", ""ユニオン"", ""レーバーユニオン"", ""労働団体"", ""労働組合""]","[""Syndicat_de_salariés"", ""enterprise_union"", ""fraternité"", ""syndicat"", ""syndicat_de_métier""]","[""Sindicalismo"", ""ordem"", ""sindicato"", ""sindicatos""]","[""organizzazione_sindacale"", ""sindacato""]","[""związek_zawodowy""]","[""协会"", ""同盟"", ""工会"", ""工会联合会""]","[""serikat_buruh"", ""serikat_dagang""]"
8238463,a body of students who are taught together,"[""class"", ""form"", ""grade"", ""course""]","[""clase"", ""curso""]","[""クラス"", ""コース"", ""学年"", ""学級"", ""年級""]","[""classe""]","[""aula"", ""classe"", ""curso""]","[""anno"", ""classe""]","[""kurs""]","[""年级""]","[""bentuk"", ""formulir"", ""kelas"", ""pelajaran"", ""tingkat""]"
8249038,instrumentalists not including string players,"[""band""]","[""banda""]","[""バンド"", ""囃子"", ""楽団"", ""楽隊"", ""音楽隊""]","[""groupe""]","[""Grupos_musicais"", ""banda"", ""banda_musical"", ""grupo""]","[""banda"", ""musica""]","[""muzyka""]","[""乐队"", ""管乐队""]","[""orkes""]"
8256968,an organization to gain political power,"[""party"", ""political_party""]","[""partido"", ""partido_político""]","[""パルタイ"", ""パーチー"", ""パーティ"", ""パーティー"", ""党""]","[""parti"", ""parti_politique""]","[""Partido_Político"", ""Partido_político"", ""partido"", ""partido_político"", ""partidos_políticos""]","[""partito"", ""partito_politico""]","[""formacja"", ""partia"", ""stronnictwo"", ""ugrupowanie""]","[""党"", ""政党""]","[""partai_politik""]"
8266235,a set of data arranged in rows and columns,"[""table"", ""tabular_array""]","[""tabla""]","[""チャート"", ""テーブル"", ""リスト"", ""一覧表"", ""数表""]","[""table"", ""tableau""]","[""tabela""]","[""tabella"", ""tavola""]","[""diagram"", ""tabela"", ""tablica""]","[""表格""]","[""data""]"
8271042,(astronomy) a collection of star systems; any of the billions of systems each having many stars and nebulae and dust,"[""galaxy"", ""extragalactic_nebula""]","[""galaxia""]","[""ギャラクシー"", ""天の川"", ""天の河"", ""小宇宙"", ""星雲""]","[""galaxie"", ""nébuleuse""]","[""Via_Láctea"", ""galáxia"", ""nebulosa""]","[""galassia""]","[""galaktyka""]","[""恒星系"", ""星系"", ""群星""]","[""galaksi""]"
8287844,a particular society at a particular time and place,"[""culture"", ""civilization"", ""civilisation""]","[""civilización"", ""cultura""]","[""カルチャー"", ""カルチュア"", ""シビリゼーション"", ""人文"", ""文化""]","[""civilisation""]","[""civilização"", ""cultura""]","[""civiltà"", ""cultura""]","[""kultura""]","[""教化"", ""文明""]","[""kebudayaan""]"
8303275,a union of political organizations,"[""confederation"", ""confederacy"", ""federation""]","[""confederación"", ""federación""]","[""フェデレーション"", ""聯邦"", ""連邦"", ""連邦国家""]","[""confédération"", ""fédération""]","[""confederação"", ""federação"", ""união""]","[""confederazione"", ""federazione""]","[""konfederacja""]","[""同盟国"", ""联盟"", ""邦联""]","[""gabungan"", ""konfederasi"", ""persatuan"", ""persekutuan"", ""serikat""]"
8310949,a body serving in an administrative capacity,"[""council""]","[""consejo""]","[""参事会"", ""審議会"", ""理事会"", ""評議会"", ""議会""]","[""conseil""]","[""conselho"", ""conselho_(administrativo)""]","[""consiglio"", ""consulta"", ""giunta""]","[""rada""]","[""委员会"", ""理事会"", ""评议会""]","[""majlis""]"
8324514,a special group delegated to consider some matter;  - Milton Berle,"[""committee"", ""commission""]","[""comisión"", ""comité""]","[""コミッション"", ""コンミッション"", ""ボード"", ""委員会""]","[""comité"", ""commission""]","[""comissão"", ""comité"", ""comitê"", ""junta""]","[""comitato"", ""commissione""]","[""komisja""]","[""委员会"", ""考察团"", ""调查团""]","[""panitia""]"
8329453,an assembly (including one or more judges) to conduct judicial business,"[""court"", ""tribunal"", ""judicature""]","[""juzgado"", ""tribunal""]","[""ジャッジ"", ""司法官庁"", ""法廷"", ""法院"", ""裁判官""]","[""cour"", ""tribunal""]","[""tribunal"", ""tribunal_de_justiça""]","[""corte"", ""tribunale""]","[""skład_sędziowski"", ""sąd""]","[""仲裁庭"", ""法庭"", ""法院""]","[""mahkamah"", ""pengadilan"", ""tribunal""]"
